      30,   0.989501,   0.197705,   0.000061
      47,   0.988525,   0.196850,   0.000061
      63,   0.984252,   0.197095,   0.000061
      79,   0.986327,   0.197949,   0.000061
      96,   0.988036,   0.197949,   0.000061
     114,   0.986449,   0.199658,   0.000061
     130,   0.989623,   0.198071,   0.000061
     147,   0.980590,   0.194165,   0.000061
     162,   0.985229,   0.195019,   0.000061
     181,   0.988036,   0.194287,   0.000061
     197,   0.987426,   0.197705,   0.000061
     213,   0.987548,   0.194653,   0.000061
     231,   0.987670,   0.196606,   0.000061
     246,   0.988281,   0.195996,   0.000061
     264,   0.984618,   0.193310,   0.000061
     279,   0.990356,   0.198193,   0.000061
     297,   0.984862,   0.195874,   0.000061
     313,   0.986083,   0.198437,   0.000061
     331,   0.985839,   0.197949,   0.000061
     346,   0.988281,   0.195996,   0.000061
     363,   0.989257,   0.197705,   0.000061
     381,   0.989135,   0.199170,   0.000061
     397,   0.984252,   0.194043,   0.000061
     414,   0.983153,   0.193188,   0.000061
     429,   0.987304,   0.195752,   0.000061
     445,   0.990234,   0.195019,   0.000061
     460,   0.986694,   0.199048,   0.000061
     482,   0.985717,   0.197827,   0.000061
     497,   0.987426,   0.197949,   0.000061
     513,   0.983397,   0.193554,   0.000061
     530,   0.988647,   0.197583,   0.000061
     547,   0.985106,   0.196362,   0.000061
     564,   0.983520,   0.196606,   0.000061
     580,   0.987182,   0.196484,   0.000061
     597,   0.984740,   0.195508,   0.000061
     613,   0.982299,   0.197217,   0.000061
     630,   0.984496,   0.197461,   0.000061
     646,   0.983031,   0.192700,   0.000061
     663,   0.987670,   0.195385,   0.000061
     680,   0.986449,   0.195996,   0.000061
     696,   0.985595,   0.198437,   0.000061
     712,   0.984984,   0.195508,   0.000061
     730,   0.983397,   0.198804,   0.000061
     746,   0.984862,   0.194897,   0.000061
     764,   0.984252,   0.195385,   0.000061
     780,   0.985839,   0.196240,   0.000061
     796,   0.988403,   0.195019,   0.000061
     814,   0.983642,   0.192822,   0.000061
     830,   0.984618,   0.196850,   0.000061
     846,   0.988158,   0.197095,   0.000061
     864,   0.989013,   0.197095,   0.000061
     881,   0.987304,   0.195385,   0.000061
     896,   0.986327,   0.196606,   0.000061
     912,   0.985351,   0.195874,   0.000061
     928,   0.986571,   0.195385,   0.000061
     947,   0.992187,   0.201611,   0.000061
     963,   0.987548,   0.197583,   0.000061
     981,   0.988158,   0.194165,   0.000061
     997,   0.986694,   0.196728,   0.000061
    1014,   0.988647,   0.196240,   0.000061
    1031,   0.989379,   0.196850,   0.000061
    1047,   0.985229,   0.195630,   0.000061
    1063,   0.987914,   0.196728,   0.000061
    1081,   0.987792,   0.197583,   0.000061
    1097,   0.987304,   0.195996,   0.000061
    1114,   0.985961,   0.198437,   0.000061
    1130,   0.989745,   0.197095,   0.000061
    1147,   0.986938,   0.195385,   0.000061
    1163,   0.984862,   0.197583,   0.000061
    1180,   0.988036,   0.197095,   0.000061
    1196,   0.985229,   0.195263,   0.000061
    1214,   0.986694,   0.193188,   0.000061
    1230,   0.983520,   0.195508,   0.000061
    1247,   0.987182,   0.195630,   0.000061
    1263,   0.982299,   0.194287,   0.000061
    1278,   0.986083,   0.196484,   0.000061
    1297,   0.986327,   0.197095,   0.000061
    1315,   0.989745,   0.197095,   0.000061
    1331,   0.987426,   0.194531,   0.000061
    1348,   0.987060,   0.196484,   0.000061
    1363,   0.987060,   0.196240,   0.000061
    1381,   0.988036,   0.199170,   0.000061
    1397,   0.985595,   0.195508,   0.000061
    1414,   0.983031,   0.194043,   0.000061
    1430,   0.990966,   0.193188,   0.000061
    1448,   0.987182,   0.196362,   0.000061
    1465,   0.985473,   0.195630,   0.000061
    1481,   0.984374,   0.194531,   0.000061
    1498,   0.990112,   0.197339,   0.000061
    1513,   0.988769,   0.197583,   0.000061
    1531,   0.987792,   0.195019,   0.000061
    1549,   0.983153,   0.200269,   0.000061
    1565,   0.985106,   0.193310,   0.000061
    1581,   0.989379,   0.195508,   0.000061
    1598,   0.985229,   0.197583,   0.000061
    1615,   0.984130,   0.197217,   0.000061
    1631,   0.987792,   0.194409,   0.000061
    1648,   0.985106,   0.192700,   0.000061
    1664,   0.986083,   0.195874,   0.000061
    1680,   0.985351,   0.197827,   0.000061
    1697,   0.990356,   0.195874,   0.000061
    1713,   0.987548,   0.197095,   0.000061
    1732,   0.987060,   0.200513,   0.000061
    1748,   0.985595,   0.196606,   0.000061
    1765,   0.989501,   0.193554,   0.000061
    1781,   0.984618,   0.195874,   0.000061
    1796,   0.984008,   0.193676,   0.000061
    1815,   0.987548,   0.192944,   0.000061
    1830,   0.987182,   0.197949,   0.000061
    1847,   0.986449,   0.197461,   0.000061
    1865,   0.991455,   0.197949,   0.000061
    1882,   0.988403,   0.197827,   0.000061
    1897,   0.984862,   0.196240,   0.000061
    1915,   0.986327,   0.194775,   0.000061
    1932,   0.984008,   0.195630,   0.000061
    1946,   0.987304,   0.196362,   0.000061
    1965,   0.986083,   0.195263,   0.000061
    1981,   0.984862,   0.191357,   0.000061
    1999,   0.990722,   0.197705,   0.000061
    2015,   0.983764,   0.198682,   0.000061
    2031,   0.986083,   0.197461,   0.000061
    2046,   0.980223,   0.196606,   0.000061
    2065,   0.986083,   0.197095,   0.000061
    2081,   0.992553,   0.196484,   0.000061
    2098,   0.987182,   0.193066,   0.000061
    2115,   0.981566,   0.194409,   0.000061
    2131,   0.986205,   0.198437,   0.000061
    2149,   0.988158,   0.196728,   0.000061
    2164,   0.984984,   0.197217,   0.000061
    2181,   0.986449,   0.196728,   0.000061
    2198,   0.990600,   0.197949,   0.000061
    2215,   0.985106,   0.197949,   0.000061
    2232,   0.986449,   0.199170,   0.000061
    2247,   0.983642,   0.195752,   0.000061
    2265,   0.984618,   0.197339,   0.000061
    2282,   0.987182,   0.198804,   0.000061
    2299,   0.987914,   0.195874,   0.000061
    2317,   0.988403,   0.195752,   0.000061
    2330,   0.983886,   0.199170,   0.000061
    2348,   0.986205,   0.195141,   0.000061
    2364,   0.983397,   0.192578,   0.000061
    2382,   0.986083,   0.195263,   0.000061
